"Ano","Quantidade de Contribuintes","Número Médio Mensal Contrib","Valor  das Remunerações R$","Faixa de Idade","Estatística Pessoa Física","Sexo"
"2009","3","1,66","15024,21","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2009","4","0,58","8717,62","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2009","313934","227922,58","3986103908,44","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2009","367622","265080,41","3326203876,46","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2009","8","3,66","34411,92","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2009","9","1,58","10781,90","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2009","258586","194512,91","4517415139,58","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2009","351505","263157,91","3617974800,67","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2009","6","2,33","50049,73","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2009","3","0,83","5050,00","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2009","245040","190360,33","5301788558,61","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2009","341116","262864,16","3890915923,73","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2009","3","1,50","17439,17","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2009","6","1,50","19385,24","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2009","192403","151706,83","5105098238,67","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2009","292856","228384,75","3808141819,79","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2009","16","13,41","160128,83","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2009","5","1,50","9306,00","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2009","80498","63003,83","2282671951,46","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2009","177089","136765,75","2079043186,85","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2009","16","11,00","224224,96","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2010","51075","23332,83","183283783,31","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","213685","122240,66","1319354975,51","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","1","0,75","4590,00","Ignorada","Quantidade de Contribuintes","Feminino"
"2010","1444","519,91","2212412,46","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","876","310,66","1337781,38","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","10691","6236,33","66711521,72","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2010","16160","10078,41","82506976,01","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2010","3","1,00","6120,00","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2010","5267","3131,58","35407477,30","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2010","6451","4130,33","34368020,38","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2010","2","0,33","2040,00","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2010","1758","1058,00","12369105,22","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2010","1823","1141,41","9469171,44","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2010","1","0,41","2550,00","65 a 69 anos","Quantidade de Contribuintes","Ignorado"
"2010","960","585,00","7387517,89","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2010","820","495,25","4285422,02","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2010","4","1,16","7140,00","Ignorada","Quantidade de Contribuintes","Feminino"
"2010","559220","310168,08","2587130431,19","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","438718","234992,08","1841294073,28","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","4","2,08","17695,54","Até 19 anos","Quantidade de Contribuintes","Ignorado"
"2010","1298074","870674,83","10048669023,41","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2010","995003","654716,25","6560859883,33","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2010","7","6,41","77298,68","20 a 24 anos","Quantidade de Contribuintes","Ignorado"
"2010","791956","552387,50","7455677130,42","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2010","623227","429553,91","4868415265,52","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2010","3","1,83","25380,41","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2010","247031","164833,83","2294157688,72","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2010","275927","183796,75","1982116047,74","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2010","12","4,83","31906,31","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2010","91350","56371,16","674466074,67","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2010","127238","81770,50","742363442,03","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2010","20","10,00","61941,73","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2010","49411","29163,83","315017633,02","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2010","77083","48790,00","410194832,17","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2010","11","6,41","46951,62","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2010","31951","18635,41","196052570,99","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2010","52333","32743,58","266717224,55","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2010","6","1,25","7650,00","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2010","18984","11028,50","117077406,97","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2010","31191","19303,33","154308276,19","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2010","6","2,25","13770,00","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2010","7723","3548,00","40073985,50","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","9685","8187,00","138962676,86","Ignorada","Quantidade de Contribuintes","Masculino"
"2010","4798","4051,91","47260970,06","Ignorada","Quantidade de Contribuintes","Feminino"
"2010","40274","32352,08","543884724,40","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","1","1,00","6120,00","Ignorada","Quantidade de Contribuintes","Masculino"
"2010","141","117,66","2262831,89","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","50","44,75","693659,03","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","1125632","880324,91","24588134271,38","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2010","468241","370978,83","6769549924,34","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2010","108","83,58","1733863,57","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2010","593925","454695,66","11591342031,31","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2010","179478","134194,16","2510284617,51","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2010","47","33,83","582579,27","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2010","195791","144602,33","3697589571,60","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2010","46711","35088,58","738595417,13","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2010","21","15,91","332099,03","65 a 69 anos","Quantidade de Contribuintes","Ignorado"
"2010","107358","81811,00","1977744572,41","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2010","24706","18638,41","368756311,84","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2010","53","41,50","617446,90","70 anos e mais","Quantidade de Contribuintes","Ignorado"
"2010","159","135,41","2630763,65","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","39","30,16","483786,81","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","2","1,08","6630,00","Até 19 anos","Quantidade de Contribuintes","Ignorado"
"2010","142","117,00","1775530,54","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2010","51","41,83","655449,94","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2010","140","113,08","1932808,74","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2010","60","50,16","723393,36","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2010","7","4,33","52395,83","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2010","236","195,25","3568407,52","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2010","144","116,08","2554730,72","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2010","3","1,16","9258,41","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2010","1314","1070,91","23800496,18","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2010","746","585,25","7232615,94","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2010","3","3,00","25560,00","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2010","37980","30762,00","781511177,55","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2010","17663","14009,66","224944999,14","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2010","12","10,00","108177,80","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2010","707097","573217,16","16082664271,56","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2010","326364","259291,75","4598583126,03","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2010","53","46,33","751556,57","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2010","1470602","1177087,33","32750796366,88","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2010","652121","517252,41","9706468403,72","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2010","112","95,91","1617376,63","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2010","31527","24810,58","284995239,97","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","10441","9060,50","148715448,65","Ignorada","Quantidade de Contribuintes","Masculino"
"2010","5539","4758,83","61703837,60","Ignorada","Quantidade de Contribuintes","Feminino"
"2010","12046","9635,33","144392840,66","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","1","0,83","5100,00","Ignorada","Quantidade de Contribuintes","Feminino"
"2010","65","38,66","439571,37","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","53","27,00","278685,76","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","1","1,00","6450,00","Até 19 anos","Quantidade de Contribuintes","Ignorado"
"2010","248573","198311,41","3165527564,48","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2010","382289","318103,91","3102580401,98","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2010","726","612,00","7138719,54","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2010","142545","111559,16","1530884930,09","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2010","204921","159652,33","1371163236,74","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2010","300","252,00","2785125,08","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2010","49301","36367,33","475185452,01","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2010","70619","55345,91","452149671,08","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2010","83","67,50","637504,59","65 a 69 anos","Quantidade de Contribuintes","Ignorado"
"2010","36618","28605,50","340094701,88","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2010","38706","29501,83","245488815,21","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2010","133","89,00","1013352,14","70 anos e mais","Quantidade de Contribuintes","Ignorado"
"2010","5249","2691,66","18447210,13","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","6121","2935,08","19236079,63","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","48845","33176,33","271094095,56","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2010","68006","43032,58","328014193,39","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2010","14","11,66","102333,84","20 a 24 anos","Quantidade de Contribuintes","Ignorado"
"2010","116987","86004,25","858835988,57","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2010","202130","140112,75","1198125310,51","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2010","45","33,58","308132,00","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2010","157546","122370,00","1359951313,42","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2010","300008","222419,00","1897646488,07","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2010","382","305,33","2752396,25","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2010","167852","134996,83","1599403480,06","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2010","320808","249786,83","2106480962,03","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2010","778","649,00","6132792,17","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2010","401435","328281,08","6520642632,26","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2010","437457","351788,83","3639926242,79","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2010","1020","868,66","8594656,76","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2010","860742","697034,75","14895511424,75","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2010","705290","575412,00","7773705495,94","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2010","1220","1036,58","11321665,84","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2010","471461","380390,50","7542966347,55","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2010","510845","420021,33","4765422746,62","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2010","1065","906,66","10604892,32","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2010","3379","1469,50","14970968,65","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","8","6,41","114961,68","Ignorada","Quantidade de Contribuintes","Masculino"
"2010","3","1,08","7208,53","Ignorada","Quantidade de Contribuintes","Feminino"
"2010","7255","4286,50","100859439,32","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","4","1,33","17783,10","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","3","1,33","9115,45","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","70340","53976,25","858241368,04","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2010","89576","70446,16","768197728,93","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2010","12","9,91","102944,21","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2010","32652","24749,00","327861279,52","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2010","36056","26477,00","269579829,51","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2010","2","1,41","12246,66","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2010","10473","7530,58","100692370,68","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2010","6953","5115,83","58237089,73","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2010","5288","3855,33","60143519,04","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2010","2402","1763,75","26362142,80","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2010","6","3,66","40841,85","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","2","1,50","13069,91","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","9","7,16","87373,71","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2010","5","4,83","48547,92","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2010","26","18,41","258853,55","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2010","10","8,25","87406,24","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2010","6335","5013,00","97178956,98","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2010","2607","1976,25","27924942,95","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2010","8","6,66","90924,16","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2010","749722","599758,83","13761754395,56","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2010","336107","262127,91","4337814844,74","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2010","313","255,41","5629314,94","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2010","1832165","1456250,00","32576549064,06","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2010","945979","751844,00","13516300282,91","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2010","604","481,00","9463273,49","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2010","954620","755195,25","17751030728,22","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2010","552150","441231,58","8058993149,26","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2010","183","146,16","3134324,47","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2010","199916","156782,25","3758073469,56","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2010","174578","137791,41","2098225810,29","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2010","42","33,33","713729,89","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2010","1977","954,25","9564629,49","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","12","10,41","260096,27","Ignorada","Quantidade de Contribuintes","Masculino"
"2010","5","3,75","76342,80","Ignorada","Quantidade de Contribuintes","Feminino"
"2010","6024","3980,00","96169726,27","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","5","4,25","43485,78","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","2","0,91","9901,14","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","37549","28850,75","382355760,22","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2010","57555","45555,41","434424970,25","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2010","28","23,91","286382,93","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2010","19580","14945,33","192971333,00","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2010","22128","16401,25","159529053,33","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2010","4","2,83","44415,01","60 a 64 anos","Quantidade de Contribuintes","Ignorado"
"2010","6732","4980,66","64705463,46","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2010","4677","3403,08","38583368,05","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2010","2","2,00","17845,55","65 a 69 anos","Quantidade de Contribuintes","Ignorado"
"2010","3383","2524,16","42209666,27","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2010","1628","1221,58","17510183,63","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2010","1","0,91","30835,38","70 anos e mais","Quantidade de Contribuintes","Ignorado"
"2010","4","3,33","36998,63","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","2","1,08","8918,76","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","8","5,33","67867,44","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2010","8","5,91","66772,13","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2010","4464","3523,08","65414953,52","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2010","1370","1044,75","14558230,31","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2010","6","6,00","118080,29","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2010","879664","700747,25","14693932722,77","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2010","420219","327949,83","5649501748,73","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2010","1059","858,83","16476080,63","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2010","1809195","1422475,75","29355907178,19","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2010","1009490","795343,33","14443331622,17","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2010","1809","1446,50","26082164,83","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2010","712415","553783,33","11793388144,47","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2010","462747","364553,50","6096779756,27","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2010","611","490,83","8688650,48","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2010","194506","149562,08","2810922011,82","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2010","186389","144967,25","1941676422,55","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2010","201","153,91","2143322,52","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2010","74258","56568,66","807902373,84","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2010","99990","77700,83","805406800,80","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2010","86","68,16","701337,23","50 a 54 anos","Quantidade de Contribuintes","Ignorado"
"2010","4290","1934,83","17226785,58","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","15571","8751,91","114777275,53","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","18","7,41","74609,67","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","9","6,66","120710,01","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","20239","15296,50","203087445,90","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2010","29643","23511,83","217348371,37","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2010","10504","7984,50","112104287,98","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2010","12337","9692,91","93440232,98","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2010","3826","2856,75","42854618,77","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2010","3180","2516,75","27054884,90","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2010","1845","1427,66","26134846,95","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2010","1100","867,75","10224417,42","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2010","1083","493,41","3497756,94","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","691","334,58","2446090,37","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","20351","13171,00","152355941,03","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2010","11544","7629,91","82713322,77","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2010","797966","620179,91","10885557592,23","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2010","408812","315079,83","4708453553,84","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2010","1863729","1450561,08","27376493878,69","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2010","1057707","826433,33","14083852945,25","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2010","17","14,08","620684,35","30 a 34 anos","Quantidade de Contribuintes","Ignorado"
"2010","684057","522788,33","10653962125,86","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2010","452894","352148,83","5870991198,00","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2010","18","15,33","294961,21","35 a 39 anos","Quantidade de Contribuintes","Ignorado"
"2010","176401","131875,08","2395201735,25","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2010","173091","132854,41","1678132844,23","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2010","3","2,16","34539,65","40 a 44 anos","Quantidade de Contribuintes","Ignorado"
"2010","75477","55820,08","826717366,97","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2010","100464","77162,66","793255452,79","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2010","1","1,00","14533,58","45 a 49 anos","Quantidade de Contribuintes","Ignorado"
"2010","36517","27039,58","359596758,42","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2010","56408","43641,33","413671749,70","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2010","22399","11440,50","95105143,61","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","144290","88057,41","898299848,30","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","79","34,66","261583,75","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","58","30,33","239140,75","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","11499","8526,75","129458421,27","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2010","17929","14101,66","138420940,90","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2010","1","1,00","12836,35","55 a 59 anos","Quantidade de Contribuintes","Ignorado"
"2010","6247","4651,00","78851153,53","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2010","7780","6031,25","61766412,52","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2010","2431","1773,50","29138439,25","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2010","2187","1672,66","18596713,29","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2010","1333","1005,83","18902536,45","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2010","922","714,00","8464015,69","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2010","25992","15915,66","138794045,14","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","14304","8608,08","67325079,67","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","513283","374060,41","4930855933,97","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2010","321309","232123,00","2599557910,73","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2010","4","2,66","18363,15","20 a 24 anos","Quantidade de Contribuintes","Ignorado"
"2010","1550126","1176567,33","19333695561,19","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2010","1019873","774959,08","11237613924,53","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2010","2","0,91","5488,43","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
"2010","955530","728692,33","14168566125,66","30 a 34 anos","Quantidade de Contribuintes","Masculino"
"2010","648493","497860,83","8336513922,50","30 a 34 anos","Quantidade de Contribuintes","Feminino"
"2010","223102","165984,00","3618028712,96","35 a 39 anos","Quantidade de Contribuintes","Masculino"
"2010","204286","155035,83","2391846922,57","35 a 39 anos","Quantidade de Contribuintes","Feminino"
"2010","74804","54400,50","939038206,38","40 a 44 anos","Quantidade de Contribuintes","Masculino"
"2010","98399","74211,41","827349295,40","40 a 44 anos","Quantidade de Contribuintes","Feminino"
"2010","37395","27001,41","447659526,76","45 a 49 anos","Quantidade de Contribuintes","Masculino"
"2010","61596","46754,50","462810944,36","45 a 49 anos","Quantidade de Contribuintes","Feminino"
"2010","19880","14511,16","244081441,81","50 a 54 anos","Quantidade de Contribuintes","Masculino"
"2010","34260","26276,91","250835067,57","50 a 54 anos","Quantidade de Contribuintes","Feminino"
"2010","45891","21169,41","181899008,03","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","587531","349287,58","3249954183,82","Ignorada","Quantidade de Contribuintes","Ignorado"
"2010","225","98,33","889461,78","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","154","72,08","574901,38","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","9291","6621,00","139438486,38","55 a 59 anos","Quantidade de Contribuintes","Masculino"
"2010","14870","11183,91","115843565,64","55 a 59 anos","Quantidade de Contribuintes","Feminino"
"2010","5311","3798,50","77013710,65","60 a 64 anos","Quantidade de Contribuintes","Masculino"
"2010","6659","4999,08","54674168,45","60 a 64 anos","Quantidade de Contribuintes","Feminino"
"2010","1988","1407,00","28301241,12","65 a 69 anos","Quantidade de Contribuintes","Masculino"
"2010","2014","1519,91","17734449,82","65 a 69 anos","Quantidade de Contribuintes","Feminino"
"2010","1167","849,25","16092702,38","70 anos e mais","Quantidade de Contribuintes","Masculino"
"2010","895","664,00","8128363,13","70 anos e mais","Quantidade de Contribuintes","Feminino"
"2010","131496","74531,75","604558858,89","Até 19 anos","Quantidade de Contribuintes","Masculino"
"2010","94124","52037,33","397288546,51","Até 19 anos","Quantidade de Contribuintes","Feminino"
"2010","10","6,41","43282,18","Até 19 anos","Quantidade de Contribuintes","Ignorado"
"2010","814340","557510,00","6811086612,35","20 a 24 anos","Quantidade de Contribuintes","Masculino"
"2010","601081","410530,75","4482993147,92","20 a 24 anos","Quantidade de Contribuintes","Feminino"
"2010","26","19,83","190110,42","20 a 24 anos","Quantidade de Contribuintes","Ignorado"
"2010","1312000","976423,08","16526371811,52","25 a 29 anos","Quantidade de Contribuintes","Masculino"
"2010","961871","717502,91","10942080689,81","25 a 29 anos","Quantidade de Contribuintes","Feminino"
"2010","3","2,41","17859,51","25 a 29 anos","Quantidade de Contribuintes","Ignorado"
